StockCode,Description,QuantitySold,Revenue,AvgPrice,Orders,InventoryStatus,Recommendation
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,3,320.0,106.66666666666667,3,Slow Moving,Reduce Inventory
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,870,844.26,2.4516666666666667,35,Normal,Monitor Stock
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1143,647.65,2.2060526315789475,37,Fast Moving,Restock Immediately
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",596,371.34000000000003,2.211851851851852,27,Normal,Monitor Stock
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,482,291.65999999999997,2.27875,24,Normal,Monitor Stock
85072,OCCASIONS GIFT CARD ASSORTMENT,120,66.0,0.55,1,Normal,Monitor Stock
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,322,209.3,0.65,20,Normal,Monitor Stock
85079,EMBROIDERED REINDEER DECORATION,19,28.85,1.485,6,Slow Moving,Reduce Inventory
85080,PADDED RED HEART DECORATION,114,56.18,0.5282608695652175,22,Normal,Monitor Stock
85081,PADDED HOLLY CHRISTMAS DECORATION ,103,45.75,0.45458333333333334,20,Normal,Monitor Stock
85083,KISS REINDEER SCANDINAVIAN STOCKING,5,12.749999999999998,2.55,2,Slow Moving,Reduce Inventory
85084,HOLLY TOP CHRISTMAS STOCKING,590,541.8199999999999,0.864,56,Normal,Monitor Stock
85086A,CANDY SPOT HEART DECORATION,351,298.34999999999997,0.8499999999999999,41,Normal,Monitor Stock
85087,CANDY SPOT CUSHION COVER,73,205.75000000000003,2.9214285714285717,14,Slow Moving,Reduce Inventory
85088,CANDY SPOT HAND BAG,85,178.5,2.1,24,Slow Moving,Reduce Inventory
85089,CANDY SPOT BUNNY,78,222.90000000000003,2.87,13,Slow Moving,Reduce Inventory
85090,CANDY SPOT APRON,82,381.3,4.65,35,Slow Moving,Reduce Inventory
85091,CANDY SPOT BREAD BASKETS,337,487.35,3.485714285714286,14,Normal,Monitor Stock
85092,CANDY SPOT TEA COSY,347,494.65000000000003,2.65,12,Normal,Monitor Stock
85093,CANDY SPOT EGG WARMER HARE,594,466.5,1.0494999999999999,39,Normal,Monitor Stock
85094,CANDY SPOT EGG WARMER RABBIT,109,89.93,1.1015384615384616,12,Normal,Monitor Stock
85095,THREE CANVAS LUGGAGE TAGS,25,17.55,1.3,2,Slow Moving,Reduce Inventory
85096,HILDA CANDY SPOT RABBIT,123,461.25,3.75,39,Normal,Monitor Stock
85097B,BLUE ROCKING SINGING CANARY,102,382.5,3.75,36,Normal,Monitor Stock
85098B,BLUE FLYING SINGING CANARY,328,1172.4,3.731176470588235,84,Normal,Monitor Stock
85099B,JUMBO BAG RED RETROSPOT,29578,51759.3,1.9076568265682659,1060,Fast Moving,Restock Immediately
85099B,JUMBO BAG RED WHITE SPOTTY ,13890,24345.3,1.9094080338266384,465,Fast Moving,Restock Immediately
85099B,RED RETROSPOT JUMBO BAG ,5334,9291.3,1.902972972972973,183,Fast Moving,Restock Immediately
85099C,JUMBO  BAG BAROQUE BLACK WHITE,16654,29493.3,1.913625450180072,818,Fast Moving,Restock Immediately
85099F,JUMBO BAG STRAWBERRY,19291,33957.45,1.92,876,Fast Moving,Restock Immediately
85103, SILVER T-LIGHT SETTING,37,240.15,6.696666666666667,15,Slow Moving,Reduce Inventory
85103,SILVER T-LIGHT SETTING,122,771.5,6.632352941176471,33,Normal,Monitor Stock
85104,SILVER GLASS T-LIGHT SET,139,410.05000000000007,2.95,38,Normal,Monitor Stock
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,500,951.34,2.3779999999999997,36,Normal,Monitor Stock
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,954,1673.16,2.1927906976744183,40,Normal,Monitor Stock
85109,PINK BOUDOIR T-LIGHT HOLDER,4191,451.95000000000005,0.6805882352941177,17,Fast Moving,Restock Immediately
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,11512,1124.68,0.45526315789473687,19,Fast Moving,Restock Immediately
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1489,478.85,0.8807692307692307,13,Fast Moving,Restock Immediately
85112,S/3 TEAR DROP CUT GLASS DECORATION,430,321.5,1.21875,23,Normal,Monitor Stock
85113,POLKA DOT PISTACHIO PAIL,279,566.22,2.0906818181818183,43,Normal,Monitor Stock
85114A,BLACK ENCHANTED FOREST PLACEMAT,720,1104.0,1.6267441860465117,43,Normal,Monitor Stock
85114B,IVORY ENCHANTED FOREST PLACEMAT,1399,2196.35,1.6429203539823007,109,Fast Moving,Restock Immediately
85114C,RED ENCHANTED FOREST PLACEMAT,544,885.6,1.6473684210526314,73,Normal,Monitor Stock
85115B,S/4 BLACK DISCO PARTITION PANEL,3,12.75,4.25,1,Slow Moving,Reduce Inventory
85116,BLACK CANDELABRA T-LIGHT HOLDER,671,660.0600000000001,1.6104347826086955,22,Normal,Monitor Stock
85117,NIGHTINGALE COATHOOK WHITE,321,500.04999999999995,1.6304878048780487,40,Normal,Monitor Stock
85118,HEART T-LIGHT HOLDER,1963,992.15,0.8934426229508197,59,Fast Moving,Restock Immediately
85119,WATERING CAN SINGLE HOOK PISTACHIO,412,564.12,1.6748717948717946,38,Normal,Monitor Stock
85121B,RETRO LAUNDRY TUB PINK,60,510.0,8.5,27,Slow Moving,Reduce Inventory
85121C,RETRO LAUNDRY TUB PISTACHIO,85,722.5,8.5,42,Slow Moving,Reduce Inventory
85123A,WHITE HANGING HEART T-LIGHT HOLDER,56915,151624.31,2.8556898192197906,3021,Fast Moving,Restock Immediately
85124A,PINK JUICY FRUIT PHOTO FRAME,339,843.75,2.5307142857142852,70,Normal,Monitor Stock
85124B,BLUE JUICY FRUIT PHOTO FRAME,262,651.9,2.5422413793103447,58,Normal,Monitor Stock
85124C,GREEN JUICY FRUIT PHOTO FRAME,335,821.85,2.5373239436619714,71,Normal,Monitor Stock
85125,SMALL ROUND CUT GLASS CANDLESTICK,142,658.1,4.8961538461538465,25,Normal,Monitor Stock
85126,LARGE ROUND CUTGLASS CANDLESTICK,149,967.35,6.702941176470588,32,Normal,Monitor Stock
85127,SMALL SQUARE CUT GLASS CANDLESTICK,72,356.40000000000003,4.95,22,Slow Moving,Reduce Inventory
85128,PLANTPOT SINGLE HOOK PISTACHIO,165,182.09,1.395,2,Normal,Monitor Stock
85129A,"WHITE PEARL BEADED HEART, SMALL",429,536.25,1.25,62,Normal,Monitor Stock
85129B,BEADED CRYSTAL HEART GREEN SMALL,129,158.97,1.2417391304347825,23,Normal,Monitor Stock
85129C,BEADED CRYSTAL HEART BLUE SMALL,322,400.22,1.24525,38,Normal,Monitor Stock
85129D,BEADED CRYSTAL HEART PINK SMALL,493,613.97,1.2464814814814815,52,Normal,Monitor Stock
85130A,BEADED PEARL HEART WHITE LARGE,631,1038.75,1.6471830985915492,67,Normal,Monitor Stock
85130B,BEADED CRYSTAL HEART GREEN LARGE,59,97.35,1.65,9,Slow Moving,Reduce Inventory
85130C,BEADED CRYSTAL HEART BLUE  LARGE,196,323.4,1.65,18,Normal,Monitor Stock
85130D,BEADED CRYSTAL HEART PINK LARGE,189,309.45,1.643939393939394,30,Normal,Monitor Stock
85131A,BEADED PEARL HEART WHITE ON STICK,955,659.51,0.9901785714285715,54,Normal,Monitor Stock
85131B,BEADED CRYSTAL HEART GREEN ON STICK,189,91.05,0.9633333333333334,11,Normal,Monitor Stock
85131C,BEADED CRYSTAL HEART BLUE ON STICK,236,129.88,0.9988235294117648,15,Normal,Monitor Stock
85131D,BEADED CRYSTAL HEART PINK ON STICK,373,157.85,0.535,12,Normal,Monitor Stock
85131D,BEADED CRYSTAL HEART PINK\ON STICK,16,20.0,1.25,8,Slow Moving,Reduce Inventory
85132A,CHARLIE + LOLA BISCUITS TINS,737,3002.95,7.2642999999999995,98,Normal,Monitor Stock
85132B,CHARLIE AND LOLA TABLE TINS,382,1544.9,6.997619047619047,42,Normal,Monitor Stock
85132C,CHARLIE AND LOLA FIGURES TINS,517,2045.6299999999999,6.815522388059701,67,Normal,Monitor Stock
85135A,YELLOW DRAGONFLY HELICOPTER,63,500.85,7.95,44,Slow Moving,Reduce Inventory
85135B,BLUE DRAGONFLY HELICOPTER,67,532.65,7.95,53,Slow Moving,Reduce Inventory
85135C,RED DRAGONFLY HELICOPTER,29,230.55,7.95,20,Slow Moving,Reduce Inventory
85136A,YELLOW SHARK HELICOPTER,47,373.65,7.949999999999999,36,Slow Moving,Reduce Inventory
85136B,BLUE SHARK HELICOPTER,47,373.65000000000003,7.950000000000001,37,Slow Moving,Reduce Inventory
85136C,RED SHARK HELICOPTER,97,771.15,7.95,59,Slow Moving,Reduce Inventory
85141,JARDIN ETCHED GLASS FRUITBOWL,66,709.5,10.75,31,Slow Moving,Reduce Inventory
85142,JARDIN ETCHED GLASS GINGER JAR,54,429.3,7.95,27,Slow Moving,Reduce Inventory
85144,JARDIN ETCHED GLASS BUTTER DISH,69,478.65,7.19375,30,Slow Moving,Reduce Inventory
85145,JARDIN ETCHED GLASS LARGE BELL JAR,54,645.3,12.538235294117648,17,Slow Moving,Reduce Inventory
85146,JARDIN ETCHED GLASS SMALL BELL JAR,72,416.40000000000003,5.9,19,Slow Moving,Reduce Inventory
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,61,301.95,4.95,16,Slow Moving,Reduce Inventory
85150,LADIES & GENTLEMEN METAL SIGN,4325,10521.15,2.5287658802177857,542,Fast Moving,Restock Immediately
85151,WELCOME METAL SIGN,44,55.0,1.25,8,Slow Moving,Reduce Inventory
85152,HAND OVER THE CHOCOLATE   SIGN ,8240,15598.94,2.0650335570469798,730,Fast Moving,Restock Immediately
85159A,"BLACK TEA,COFFEE,SUGAR JARS",7,44.449999999999996,6.35,4,Slow Moving,Reduce Inventory
85159B,"WHITE TEA,COFFEE,SUGAR JARS",16,101.6,6.35,9,Slow Moving,Reduce Inventory
85160A,WHITE BIRD GARDEN DESIGN MUG,8800,1323.2,1.1481818181818182,22,Fast Moving,Restock Immediately
85160B,BLACK BIRD GARDEN DESIGN MUG,6044,888.76,1.1006666666666665,15,Fast Moving,Restock Immediately
85161,ACRYLIC GEOMETRIC LAMP,15,276.25,18.768181818181816,11,Slow Moving,Reduce Inventory
85162A,SILVER RETRODISC LAMPSHADE,605,1211.75,3.2131578947368418,19,Normal,Monitor Stock
85162B,BLACK RETRODISC LAMPSHADE,977,1905.15,1.9499999999999997,13,Normal,Monitor Stock
85162C,WHITE RETRODISC LAMPSHADE,898,1775.1,2.145121951219512,41,Normal,Monitor Stock
85163A,WHITE BAROQUE WALL CLOCK ,35,435.45,12.674999999999999,23,Slow Moving,Reduce Inventory
85163B,BLACK BAROQUE WALL CLOCK ,24,306.0,12.75,23,Slow Moving,Reduce Inventory
85164B,BLACK BAROQUE CUCKOO CLOCK,113,1134.75,11.713414634146341,41,Normal,Monitor Stock
85165,CANDY PINK FRENCH BOUDOIR CLOCK,16,159.2,9.95,11,Slow Moving,Reduce Inventory
85166A,WHITE METAL BAROQUE PHOTO FRAME,72,120.0,3.125,8,Slow Moving,Reduce Inventory
85166B,BLACK METAL BAROQUE PHOTO FRAME,501,798.75,3.1048387096774195,31,Normal,Monitor Stock
85167A,WHITE GRAND BAROQUE PHOTO FRAME,174,379.5,3.5,12,Normal,Monitor Stock
85167B,BLACK GRAND BAROQUE PHOTO FRAME,669,1315.65,3.620204081632653,48,Normal,Monitor Stock
85168A,WHITE BAROQUE CARRIAGE CLOCK,22,218.89999999999998,9.95,15,Slow Moving,Reduce Inventory
85168B,BLACK BAROQUE CARRIAGE CLOCK,21,208.95,9.95,16,Slow Moving,Reduce Inventory
85169A,IVORY LOVE BIRD CANDLE,442,541.1,1.2401724137931036,53,Normal,Monitor Stock
85169B,BLACK LOVE BIRD CANDLE,132,165.0,1.25,24,Normal,Monitor Stock
85169C,EAU DE NIL LOVE BIRD CANDLE,61,76.25,1.25,17,Slow Moving,Reduce Inventory
85169D,PINK LOVE BIRD CANDLE,142,177.5,1.25,23,Normal,Monitor Stock
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,799,1378.32,1.966451612903226,62,Normal,Monitor Stock
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,68,137.88,2.0414285714285714,14,Slow Moving,Reduce Inventory
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,180,258.0,2.0375,20,Normal,Monitor Stock
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,220,277.08,1.9459259259259258,27,Normal,Monitor Stock
85171,S/2 HYACINTH BULB CANDLES,1,2.55,2.55,1,Slow Moving,Reduce Inventory
85172,HYACINTH BULB T-LIGHT CANDLES,3058,1218.12,0.4164705882352941,101,Fast Moving,Restock Immediately
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,520,934.8,2.4603773584905655,53,Normal,Monitor Stock
85174,S/4 CACTI CANDLES,856,3939.0,4.862,159,Normal,Monitor Stock
85175,CACTI T-LIGHT CANDLES,10437,4197.3,0.4148958333333333,284,Fast Moving,Restock Immediately
85176,SEWING SUSAN 21 NEEDLE SET,1792,1341.76,0.8458,100,Fast Moving,Restock Immediately
85177,BASKET OF FLOWERS SEWING KIT,1003,852.55,0.85,71,Fast Moving,Restock Immediately
85178,VICTORIAN SEWING KIT,3068,3316.6,1.236046511627907,164,Fast Moving,Restock Immediately
85179A,GREEN BITTY LIGHT CHAIN,24,111.6,4.65,11,Slow Moving,Reduce Inventory
85179B,WHITE BITTY LIGHT CHAIN ,241,1004.73,4.545,39,Normal,Monitor Stock
85179C,PINK BITTY LIGHT CHAIN,8,37.2,4.65,3,Slow Moving,Reduce Inventory
85180A,RED HEARTS LIGHT CHAIN ,119,533.1899999999999,4.621034482758621,29,Normal,Monitor Stock
85180B,PINK HEARTS LIGHT CHAIN ,83,345.63,4.585384615384616,11,Slow Moving,Reduce Inventory
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,840,1389.0,3.380392156862745,51,Normal,Monitor Stock
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,769,1422.75,3.380392156862745,51,Normal,Monitor Stock
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.300000000000004,2.95,7,Slow Moving,Reduce Inventory
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,596,1700.6000000000001,2.9311023622047245,121,Normal,Monitor Stock
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,8295,4448.09,2.8318867924528304,52,Fast Moving,Restock Immediately
85185B,PINK HORSE SOCK PUPPET,284,825.8000000000001,2.941666666666667,91,Normal,Monitor Stock
85185C,COW  SOCK PUPPET,54,159.3,2.95,26,Slow Moving,Reduce Inventory
85185D,FROG SOCK PUPPET,157,451.15000000000003,2.930487804878049,39,Normal,Monitor Stock
85185E,DUCK SOCK PUPPET,4,11.8,2.95,2,Slow Moving,Reduce Inventory
85185F,LION SOCK PUPPET,35,103.25000000000001,2.95,17,Slow Moving,Reduce Inventory
85186A,EASTER BUNNY GARLAND OF FLOWERS,849,356.58,0.42,44,Normal,Monitor Stock
85186B,BUNNY BUNCH OF FLOWERS,14,5.88,0.42,2,Slow Moving,Reduce Inventory
85186C,BUNNY EGG GARLAND,766,321.72,0.42,46,Normal,Monitor Stock
85187,S/12 MINI RABBIT EASTER,129,212.85,1.65,31,Normal,Monitor Stock
85188A,GREEN METAL SWINGING BUNNY,603,509.42999999999995,0.8472916666666667,47,Normal,Monitor Stock
85188B,PINK METAL SWINGING BUNNY,595,505.74999999999994,0.85,43,Normal,Monitor Stock
85189,HANGING BUTTERFLY  EGG,1112,904.64,0.8453571428571428,55,Fast Moving,Restock Immediately
85190,PINK FLOWER HANGING HEART ,135,114.75,0.85,14,Normal,Monitor Stock
85192S,HANGING SPRING FLOWER HEART SMALL,3,1.9500000000000002,0.65,2,Slow Moving,Reduce Inventory
85194L,HANGING SPRING FLOWER EGG LARGE,814,654.46,0.8451851851851852,53,Normal,Monitor Stock
85194S,HANGING SPRING FLOWER EGG SMALL,517,336.05,0.65,40,Normal,Monitor Stock
85195,HANGING HEART BASKET,134,242.04000000000002,2.0684615384615386,13,Normal,Monitor Stock
85196,EASTER BUNNIES ON A STICK,1536,783.96,0.5401515151515153,66,Fast Moving,Restock Immediately
85197,SET OF 12 MINI BUNNIES IN A BUCKET,1638,894.36,2.0477966101694918,55,Fast Moving,Restock Immediately
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,3750,1363.38,0.8282857142857143,32,Fast Moving,Restock Immediately
85199L,LARGE HANGING IVORY & RED WOOD BIRD,2467,1551.71,0.6472519083969466,128,Fast Moving,Restock Immediately
85199S,SMALL HANGING IVORY/RED WOOD BIRD,3213,1323.54,0.41959183673469386,139,Fast Moving,Restock Immediately
85200,BUNNY EGG BOX,826,1027.7,1.2442028985507245,68,Normal,Monitor Stock
85202,HANGING WOOD AND FELT HEART,453,188.82,0.4189655172413793,51,Normal,Monitor Stock
85203,HANGING WOOD AND FELT BUTTERFLY ,521,217.38,0.41907692307692307,62,Normal,Monitor Stock
85204,HANGING WOOD AND FELT FLOWER,280,116.16,0.4184615384615385,36,Normal,Monitor Stock
85205A,IVORY FELT EASTER RABBIT GARLAND,66,168.29999999999998,2.55,21,Slow Moving,Reduce Inventory
85205B,PINK FELT EASTER RABBIT GARLAND,99,252.45,2.55,19,Slow Moving,Reduce Inventory
85206A,CREAM FELT EASTER EGG BASKET,1263,2037.15,1.64247311827957,181,Fast Moving,Restock Immediately
85206B,PINK FELT EASTER EGG BASKET,1465,2288.45,1.6376543209876544,158,Fast Moving,Restock Immediately
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,201,422.1,2.1,38,Normal,Monitor Stock
85211,S/4 GROOVY CAT MAGNETS,138,227.7,1.65,34,Normal,Monitor Stock
85212,MINI PAINTED GARDEN DECORATION ,351,298.34999999999997,0.85,26,Normal,Monitor Stock
85213,MINI  ZINC GARDEN DECORATIONS ,461,371.69,0.8416,25,Normal,Monitor Stock
85214,TUB 24 PINK FLOWER PEGS,335,552.75,1.6499999999999997,97,Normal,Monitor Stock
85215,ASSORTED CHEESE FRIDGE MAGNETS,611,391.39,0.6472093023255815,40,Normal,Monitor Stock
85216,ASSORTED CAKES FRIDGE MAGNETS,2753,1720.3300000000002,0.6458333333333334,142,Fast Moving,Restock Immediately
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2817,1755.81,0.6447826086956522,136,Fast Moving,Restock Immediately
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,1992,625.1999999999999,0.875,2,Fast Moving,Restock Immediately
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,12236,6875.0,1.3,5,Fast Moving,Restock Immediately
85221,ASSORTED COLOUR SILK COIN PURSE,3551,1667.5900000000001,0.8854545454545455,43,Fast Moving,Restock Immediately
85222,ASSORTED COLOUR SILK COSMETIC PURSE,1395,1537.5,1.9022727272727273,41,Fast Moving,Restock Immediately
85224,ASSORTED COLOUR SILK GLASSES CASE,1988,1053.24,1.364423076923077,46,Fast Moving,Restock Immediately
85225,BLING KEY RING STAND,13,16.25,1.25,8,Slow Moving,Reduce Inventory
85226A,WHITE/BLUE PULL BACK RACING CAR,1661,851.15,0.5489430894308944,114,Fast Moving,Restock Immediately
85226C,BLUE PULL BACK RACING CAR,954,462.3,0.5480882352941177,66,Normal,Monitor Stock
85227,SET OF 6 3D KIT CARDS FOR KIDS,1346,1144.1,0.85,123,Fast Moving,Restock Immediately
85227,SET/6 3D KIT CARDS FOR KIDS,547,414.54999999999995,0.843,28,Normal,Monitor Stock
85230A,OPIUM SCENTED VOTIVE CANDLE,1152,293.76,0.2713333333333333,30,Fast Moving,Restock Immediately
85230B,CINNAMON SCENTED VOTIVE CANDLE,927,255.39,0.27999999999999997,31,Normal,Monitor Stock
85230C,ROSE SCENTED VOTIVE CANDLE,24,6.959999999999999,0.29,1,Slow Moving,Reduce Inventory
85230D,VANILLA SCENTED VOTIVE CANDLE,24,6.959999999999999,0.29,1,Slow Moving,Reduce Inventory
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1320,353.99999999999994,0.28024390243902436,41,Fast Moving,Restock Immediately
85230F,JASMINE VOTIVE CANDLE,2630,641.74,0.2772,50,Fast Moving,Restock Immediately
85230G,ORANGE VOTIVE CANDLE,696,182.64,0.2691304347826087,23,Normal,Monitor Stock
85231B,CINAMMON SET OF 9 T-LIGHTS,1153,980.05,0.8499999999999999,188,Fast Moving,Restock Immediately
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,816,662.4,0.8458947368421053,93,Normal,Monitor Stock
85231G,ORANGE SCENTED SET/9 T-LIGHTS,848,713.0,0.8491503267973856,149,Normal,Monitor Stock
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1022,814.0999999999999,0.845047619047619,101,Fast Moving,Restock Immediately
85232A,SET/3 POLKA DOT STACKING TINS,250,1220.7,4.941954022988505,85,Normal,Monitor Stock
85232A,SET/3 POLKADOT STACKING TINS,32,158.4,4.95,12,Slow Moving,Reduce Inventory
85232B,SET OF 3 BABUSHKA STACKING TINS,802,3857.9,4.930000000000001,136,Normal,Monitor Stock
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1866,8864.300000000001,4.90625,301,Fast Moving,Restock Immediately
85232C,RUSSIAN FOLKART STACKING TINS,1,4.95,4.95,1,Slow Moving,Reduce Inventory
85232D,SET/3 DECOUPAGE STACKING TINS,478,2265.3,4.928787878787879,124,Normal,Monitor Stock
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,14,83.3,5.95,8,Slow Moving,Reduce Inventory
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,11,65.45,5.95,7,Slow Moving,Reduce Inventory
90000C,OPAL WHITE/SILVER FLOWER NECKLACE,1,5.95,5.95,1,Slow Moving,Reduce Inventory
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,19,113.05000000000001,5.95,9,Slow Moving,Reduce Inventory
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,2,8.5,4.25,2,Slow Moving,Reduce Inventory
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,3,12.75,4.25,2,Slow Moving,Reduce Inventory
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,4,17.0,4.25,3,Slow Moving,Reduce Inventory
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,11,46.75,4.25,4,Slow Moving,Reduce Inventory
90002A,FLOWER BURST SILVER RING OPAL,39,146.25,3.75,14,Slow Moving,Reduce Inventory
90002B,FLOWER BURST SILVER RING ROSE,18,67.5,3.75,7,Slow Moving,Reduce Inventory
90002C,FLOWER BURST SILVER RING MIDN'T BLU,25,93.75,3.75,11,Slow Moving,Reduce Inventory
90002D,FLOWER BURST SILVER RING CRYSTAL,86,297.5,3.7205882352941178,17,Slow Moving,Reduce Inventory
90002E,FLOWER BURST SILVER RING GREEN,15,56.25,3.75,8,Slow Moving,Reduce Inventory
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,18,67.5,3.75,6,Slow Moving,Reduce Inventory
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,13,48.75,3.75,5,Slow Moving,Reduce Inventory
90003D,CRYSTAL PAIR HEART HAIR SLIDES,17,63.75,3.75,8,Slow Moving,Reduce Inventory
90003E,GREEN PAIR HEART HAIR SLIDES,4,15.0,3.75,1,Slow Moving,Reduce Inventory
90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,1,3.75,3.75,1,Slow Moving,Reduce Inventory
90005A,JADE GREEN ENAMEL HAIR COMB,36,70.2,1.95,7,Slow Moving,Reduce Inventory
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,24,208.35,8.233333333333333,9,Slow Moving,Reduce Inventory
90010B,BLACK/WHITE GLASS/SILVER BRACELET,38,340.1,8.95,14,Slow Moving,Reduce Inventory
90010E,AMBER GLASS/SILVER BRACELET,22,190.45,8.363636363636363,11,Slow Moving,Reduce Inventory
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,1,2.95,2.95,1,Slow Moving,Reduce Inventory
90011B,BLACK CRYSTAL DROP EARRINGS,2,5.9,2.95,2,Slow Moving,Reduce Inventory
90011C,GREEN CRYSTAL DROP EARRINGS,6,17.700000000000003,2.95,1,Slow Moving,Reduce Inventory
90011E,AMBER CRYSTAL DROP EARRINGS,1,2.95,2.95,1,Slow Moving,Reduce Inventory
90012B,BLACK DROP CRYSTAL NECKLACE,1,9.95,9.95,1,Slow Moving,Reduce Inventory
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,25,93.75,3.75,7,Slow Moving,Reduce Inventory
90013B,BLACK VINTAGE EARRINGS,20,75.0,3.75,5,Slow Moving,Reduce Inventory
90013C,GREEN VINTAGE EARRINGS ,24,90.0,3.75,6,Slow Moving,Reduce Inventory
90013D,PURPLE VINTAGE EARRINGS,34,127.5,3.75,8,Slow Moving,Reduce Inventory
90014A,SILVER/MOP ORBIT NECKLACE,20,199.0,9.95,12,Slow Moving,Reduce Inventory
90014B,GOLD M PEARL  ORBIT NECKLACE,10,99.5,9.95,7,Slow Moving,Reduce Inventory
90014C,SILVER/BLACK ORBIT NECKLACE,19,189.04999999999998,9.95,11,Slow Moving,Reduce Inventory
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,8,68.0,8.5,5,Slow Moving,Reduce Inventory
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,13,110.5,8.5,9,Slow Moving,Reduce Inventory
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0,8.5,4,Slow Moving,Reduce Inventory
90018A,SILVER M.O.P ORBIT DROP EARRINGS,18,76.5,4.25,7,Slow Moving,Reduce Inventory
90018B,GOLD M.O.P ORBIT DROP EARRINGS,8,34.0,4.25,5,Slow Moving,Reduce Inventory
90018C,SILVER BLACK ORBIT DROP EARRINGS,8,34.0,4.25,4,Slow Moving,Reduce Inventory
90019A,SILVER M.O.P ORBIT BRACELET,14,69.3,4.95,8,Slow Moving,Reduce Inventory
90019B,GOLD M.O.P ORBIT BRACELET,9,44.550000000000004,4.95,5,Slow Moving,Reduce Inventory
90019C,SILVER BLACK ORBIT BRACELET,6,29.7,4.95,4,Slow Moving,Reduce Inventory
90020,FILIGREE DIAMANTE CHAIN,4,51.0,12.75,2,Slow Moving,Reduce Inventory
90021,LASER CUT MULTI STRAND NECKLACE,4,47.8,11.949999999999998,3,Slow Moving,Reduce Inventory
90023,FILIGREE DIAMANTE EARRINGS,13,55.25,4.25,7,Slow Moving,Reduce Inventory
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,5,42.5,8.5,4,Slow Moving,Reduce Inventory
90024B,NEW BAROQUE B'FLY NECKLACE RED,6,51.0,8.5,4,Slow Moving,Reduce Inventory
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,4,34.0,8.5,4,Slow Moving,Reduce Inventory
90024D,NEW BAROQUE B'FLY NECKLACE PINK,12,102.0,8.5,10,Slow Moving,Reduce Inventory
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,12,102.0,8.5,7,Slow Moving,Reduce Inventory
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,1,8.5,8.5,1,Slow Moving,Reduce Inventory
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,3.75,3.75,1,Slow Moving,Reduce Inventory
90025C,BAROQUE BUTTERFLY EARRINGS GREEN,2,7.5,3.75,2,Slow Moving,Reduce Inventory
90025D,BAROQUE BUTTERFLY EARRINGS PINK,2,7.5,3.75,2,Slow Moving,Reduce Inventory
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,3,11.25,3.75,3,Slow Moving,Reduce Inventory
